caseId,createdAt,completedAt,cycleTimeHours,revisionCount,rejectionCount,stageCount,status,priority,departmentId
Application_933620779,2016-11-10T08:23:04.669000+00:00,2016-11-29T15:23:16.780000+00:00,463.0,1,0,4,pending,Low,User_54
Application_609106039,2016-11-10T08:23:44.504000+00:00,2016-12-15T07:00:14.944000+00:00,838.61,1,0,3,rejected,High,User_1
Application_977974864,2016-11-10T08:29:55.100000+00:00,2016-11-18T09:56:01.603000+00:00,193.44,1,2,4,rejected,Medium,User_63
Application_329041133,2016-11-10T08:39:08.255000+00:00,2016-11-22T06:28:12.827000+00:00,285.82,0,0,5,pending,Medium,User_1
Application_619754126,2016-11-10T08:39:28.463000+00:00,2016-11-22T09:10:35.409000+00:00,288.52,0,2,3,rejected,Medium,User_14
Application_21872303,2016-11-10T08:58:39.468000+00:00,2016-12-19T11:50:31.907000+00:00,938.86,1,2,4,rejected,Medium,User_1
Application_970503441,2016-11-10T09:13:09.786000+00:00,2016-12-01T10:31:52.178000+00:00,505.31,0,2,5,rejected,Low,User_1
Application_1354066062,2016-11-10T09:34:40.192000+00:00,2016-11-11T15:09:00.515000+00:00,29.57,0,0,2,rejected,High,User_1
Application_2007094916,2016-11-10T09:57:22.544000+00:00,2016-11-17T14:28:20.507000+00:00,172.52,0,0,3,pending,Medium,User_80
Application_507216164,2016-11-10T10:04:07.678000+00:00,2016-12-12T07:00:18.623000+00:00,764.94,0,0,2,rejected,Low,User_63
Application_971318597,2016-11-10T10:09:37.153000+00:00,2016-11-18T15:21:52.319000+00:00,197.2,0,0,4,pending,Low,User_54
Application_801889364,2016-11-10T10:28:45.064000+00:00,2016-11-30T10:15:06.037000+00:00,479.77,0,0,4,rejected,High,User_18
Application_1816932338,2016-11-10T10:33:33.339000+00:00,2016-11-22T07:31:18.860000+00:00,284.96,1,0,4,pending,Low,User_4
Application_2099002424,2016-11-10T10:36:51.003000+00:00,2016-11-22T06:48:50.536000+00:00,284.2,2,0,5,pending,Medium,User_1
Application_317543316,2016-11-10T10:43:39.311000+00:00,2016-12-13T07:00:24.385000+00:00,788.28,0,0,2,rejected,Medium,User_18
Application_1849739044,2016-11-10T11:06:14.860000+00:00,2016-12-12T07:00:25.050000+00:00,763.9,0,0,2,rejected,Medium,User_63
Application_1057130346,2016-11-10T11:08:18.186000+00:00,2016-12-14T12:35:04.172000+00:00,817.45,2,0,5,pending,Medium,User_1
Application_336250197,2016-11-10T11:31:04.521000+00:00,2016-12-22T07:36:12.103000+00:00,1004.09,0,0,5,pending,Medium,User_1
Application_1346612073,2016-11-10T11:41:55.320000+00:00,2016-11-28T11:55:40.891000+00:00,432.23,0,0,3,pending,Low,User_18
Application_1878960760,2016-11-10T12:04:25.872000+00:00,2016-11-28T15:14:47.139000+00:00,435.17,1,0,5,pending,Low,User_1
Application_1495351732,2016-11-10T12:06:29.650000+00:00,2016-12-16T07:00:35.103000+00:00,858.9,0,0,3,rejected,Low,User_1
Application_2188153,2016-11-10T12:06:45.446000+00:00,2016-12-17T13:12:20.935000+00:00,889.09,0,0,4,rejected,Low,User_71
Application_313951333,2016-11-10T12:07:15.502000+00:00,2016-11-29T09:42:43.948000+00:00,453.59,1,0,3,rejected,Medium,User_1
Application_1405826636,2016-11-10T12:27:07.385000+00:00,2016-11-22T09:34:12.486000+00:00,285.12,1,0,4,pending,Medium,User_14
Application_253964593,2016-11-10T12:47:12.083000+00:00,2016-12-13T07:00:14.077000+00:00,786.22,0,0,3,rejected,Low,User_1
Application_649819908,2016-11-10T13:10:11.072000+00:00,2016-12-12T12:24:22.591000+00:00,767.24,1,0,5,pending,High,User_1
Application_65717423,2016-11-10T13:15:01.155000+00:00,2016-12-11T07:00:32.094000+00:00,737.76,0,0,2,rejected,Medium,User_36
Application_1140599197,2016-11-10T13:24:54.380000+00:00,2016-11-30T16:38:06.555000+00:00,483.22,0,0,3,pending,Low,User_10
Application_507570451,2016-11-10T13:31:10.070000+00:00,2016-11-25T08:22:40.414000+00:00,354.86,0,0,3,pending,High,User_5
Application_869556376,2016-11-10T13:37:04.519000+00:00,2016-11-15T09:33:54.311000+00:00,115.95,0,0,3,pending,Low,User_4
Application_6091391,2016-11-10T13:40:52.294000+00:00,2016-11-30T11:01:31.059000+00:00,477.34,0,0,3,pending,Low,User_10
Application_1005228320,2016-11-10T14:03:33.988000+00:00,2016-12-16T10:22:04.918000+00:00,860.31,3,0,4,pending,Medium,User_3
Application_1894562710,2016-11-10T14:05:25.971000+00:00,2016-11-29T14:41:38.397000+00:00,456.6,0,2,5,rejected,Low,User_1
Application_1444165100,2016-11-10T14:08:28.112000+00:00,2016-12-11T07:00:24.259000+00:00,736.87,0,0,2,rejected,Low,User_84
Application_66692782,2016-11-10T14:21:58.082000+00:00,2016-12-13T07:00:21.410000+00:00,784.64,0,0,3,rejected,Low,User_1
Application_1063519740,2016-11-10T14:24:43.515000+00:00,2016-11-28T09:08:42.280000+00:00,426.73,1,0,5,pending,High,User_1
Application_1713280237,2016-11-10T14:27:16.283000+00:00,2016-11-16T15:42:33.328000+00:00,145.25,0,0,3,rejected,Medium,User_1
Application_1289787823,2016-11-10T14:37:05.424000+00:00,2016-12-22T06:59:21.025000+00:00,1000.37,2,0,4,pending,Medium,User_4
Application_2144993835,2016-11-10T14:43:43.941000+00:00,2016-11-22T10:00:16.394000+00:00,283.28,0,2,4,rejected,High,User_1
Application_1065388275,2016-11-10T14:50:55.952000+00:00,2016-12-23T07:28:25.915000+00:00,1024.62,2,4,4,rejected,High,User_36
Application_1066386001,2016-11-10T14:59:59.872000+00:00,2016-11-24T12:04:48.052000+00:00,333.08,0,0,3,pending,Medium,User_3
Application_10750697,2016-11-10T15:11:31.542000+00:00,2016-12-12T09:30:31.857000+00:00,762.32,0,2,5,rejected,Medium,User_1
Application_211406000,2016-11-10T15:27:46.292000+00:00,2016-12-13T07:00:17.368000+00:00,783.54,0,0,3,rejected,Medium,User_1
Application_870788218,2016-11-10T15:34:15.047000+00:00,2016-11-29T10:52:39.873000+00:00,451.31,0,0,3,pending,High,User_18
Application_1214717043,2016-11-10T15:39:25.684000+00:00,2016-12-15T07:00:15.508000+00:00,831.35,1,0,3,rejected,Medium,User_1
Application_2137261298,2016-11-10T15:42:39.156000+00:00,2016-12-12T07:00:09.720000+00:00,759.29,0,0,3,rejected,Low,User_1
Application_1494462305,2016-11-10T15:52:07.275000+00:00,2016-11-22T16:16:05.621000+00:00,288.4,0,0,4,pending,High,User_18
Application_239576189,2016-11-10T16:04:38.330000+00:00,2016-11-21T12:44:00.261000+00:00,260.66,0,0,4,pending,High,User_40
Application_108975302,2016-11-10T16:04:42.085000+00:00,2016-11-22T07:31:09.830000+00:00,279.44,2,0,5,pending,Medium,User_1
Application_206958042,2016-11-10T16:12:05.312000+00:00,2016-12-16T07:00:14.080000+00:00,854.8,0,0,3,rejected,High,User_1
Application_2103762647,2016-11-10T16:16:10.940000+00:00,2016-11-22T07:46:41.014000+00:00,279.51,0,0,4,pending,Medium,User_1
Application_951477217,2016-11-10T16:45:21.434000+00:00,2016-12-19T10:36:16.426000+00:00,929.85,1,0,2,rejected,Medium,User_44
Application_39907373,2016-11-10T16:53:56.755000+00:00,2016-12-09T09:03:41.568000+00:00,688.16,0,0,4,pending,Low,User_1
Application_1853216913,2016-11-10T17:04:49.602000+00:00,2016-11-22T09:03:31.003000+00:00,279.98,1,0,4,pending,Low,User_39
Application_1034123285,2016-11-10T17:19:46.938000+00:00,2016-12-07T11:14:20.476000+00:00,641.91,0,2,4,rejected,Low,User_1
Application_313537150,2016-11-10T17:21:13.749000+00:00,2016-11-29T09:12:28.635000+00:00,447.85,1,0,3,pending,High,User_40
Application_945608690,2016-11-10T17:39:12.138000+00:00,2016-11-18T12:07:38.391000+00:00,186.47,0,0,4,pending,Low,User_1
Application_1503697905,2016-11-10T17:40:44.593000+00:00,2016-11-22T07:17:31.921000+00:00,277.61,0,0,5,pending,Medium,User_1
Application_1926088015,2016-11-10T18:02:00.400000+00:00,2016-11-24T10:03:31.166000+00:00,328.03,0,0,4,pending,Low,User_61
Application_1209968775,2016-11-10T18:37:48.567000+00:00,2016-12-06T10:33:55.997000+00:00,615.94,0,0,5,pending,Medium,User_1
Application_585037499,2016-11-10T18:58:08.246000+00:00,2016-12-05T09:57:38.972000+00:00,590.99,1,0,5,pending,Medium,User_1
Application_2003563740,2016-11-10T19:00:22.156000+00:00,2016-11-23T10:53:30.838000+00:00,303.89,0,0,3,pending,High,User_51
Application_309853327,2016-11-10T19:08:30.466000+00:00,2016-11-15T19:19:20.246000+00:00,120.18,0,0,3,rejected,Low,User_1
Application_1122739100,2016-11-10T19:14:32.471000+00:00,2016-11-24T08:46:51.753000+00:00,325.54,1,0,4,pending,High,User_1
Application_290930697,2016-11-10T19:24:42.759000+00:00,2016-11-23T14:22:09.730000+00:00,306.96,0,0,5,pending,Low,User_1
Application_1045534588,2016-11-10T19:28:25.038000+00:00,2016-11-22T07:39:04.229000+00:00,276.18,0,0,5,pending,Medium,User_1
Application_28343073,2016-11-10T19:42:17.103000+00:00,2016-11-25T14:16:07.969000+00:00,354.56,0,0,4,pending,Medium,User_1
Application_217974632,2016-11-10T19:45:15.782000+00:00,2016-12-15T08:05:43.969000+00:00,828.34,0,2,5,rejected,Low,User_1
Application_1426929415,2016-11-10T19:47:28.890000+00:00,2016-12-22T07:22:26.275000+00:00,995.58,0,0,4,pending,Low,User_44
Application_1465306938,2016-11-10T19:50:34.397000+00:00,2016-11-21T09:53:44.258000+00:00,254.05,0,0,5,pending,Low,User_1
Application_955500524,2016-11-10T19:56:42.372000+00:00,2016-11-18T11:10:56.962000+00:00,183.24,0,0,4,pending,Medium,User_1
Application_509076290,2016-11-10T20:20:00.373000+00:00,2016-12-13T07:00:12.281000+00:00,778.67,0,0,3,rejected,Low,User_1
Application_1704022308,2016-11-10T20:31:50.922000+00:00,2016-12-13T07:00:16.340000+00:00,778.47,0,0,3,rejected,Medium,User_1
Application_413158301,2016-11-10T20:33:54.309000+00:00,2016-11-29T13:48:31.124000+00:00,449.24,1,0,4,pending,Medium,User_1
Application_585382591,2016-11-10T20:41:47.255000+00:00,2016-12-08T14:41:05.135000+00:00,665.99,1,0,5,pending,Medium,User_1
Application_1003291296,2016-11-10T20:47:32.075000+00:00,2016-12-13T07:00:15.769000+00:00,778.21,0,0,3,rejected,Low,User_1
Application_489550304,2016-11-10T20:51:13.093000+00:00,2016-11-22T11:04:22.641000+00:00,278.22,1,0,4,pending,Medium,User_1
Application_1488146222,2016-11-10T20:53:13.775000+00:00,2016-12-13T07:00:24.883000+00:00,778.12,0,0,3,rejected,High,User_1
Application_1703568228,2016-11-10T21:07:50.901000+00:00,2016-11-23T11:17:27.261000+00:00,302.16,0,0,5,pending,Medium,User_1
Application_1732988770,2016-11-10T21:09:37.187000+00:00,2016-12-08T08:47:22.877000+00:00,659.63,1,3,5,rejected,High,User_1
Application_334270615,2016-11-10T21:14:14.933000+00:00,2016-12-13T07:00:23.267000+00:00,777.77,0,0,3,rejected,Low,User_1
Application_1052198739,2016-11-10T21:15:27.107000+00:00,2016-11-17T12:26:33.389000+00:00,159.19,0,0,5,pending,Medium,User_1
Application_573409679,2016-11-10T22:14:20.716000+00:00,2016-11-22T09:44:40.342000+00:00,275.51,0,0,4,pending,High,User_1
Application_58538311,2016-11-10T22:26:24.438000+00:00,2016-11-25T15:16:16.836000+00:00,352.83,0,0,5,pending,Medium,User_1
Application_1871006480,2016-11-10T22:26:31.309000+00:00,2016-11-23T09:07:41.482000+00:00,298.69,0,0,4,pending,High,User_1
Application_1868755154,2016-11-10T22:55:00.150000+00:00,2016-11-28T13:47:20.137000+00:00,422.87,1,0,5,pending,Medium,User_1
Application_903106887,2016-11-11T07:18:03.902000+00:00,2016-11-22T15:45:04.132000+00:00,272.45,0,0,5,pending,High,User_1
Application_1870978242,2016-11-11T07:24:27.843000+00:00,2016-11-29T13:10:17.456000+00:00,437.76,0,0,5,rejected,Medium,User_1
Application_1992831212,2016-11-11T08:12:24.666000+00:00,2016-11-28T12:00:39.411000+00:00,411.8,0,0,5,pending,High,User_1
Application_1793992683,2016-11-11T08:17:18.612000+00:00,2016-12-13T07:00:18.431000+00:00,766.72,0,0,3,rejected,Low,User_1
Application_1797276682,2016-11-11T08:24:33.919000+00:00,2016-12-02T10:43:21.043000+00:00,506.31,1,3,4,rejected,Medium,User_96
Application_975946794,2016-11-11T08:25:54.306000+00:00,2016-11-22T11:32:37.686000+00:00,267.11,1,0,3,pending,Low,User_57
Application_2048261328,2016-11-11T08:36:53.541000+00:00,2016-12-12T07:00:15.868000+00:00,742.39,1,0,2,rejected,Medium,User_39
Application_1922430231,2016-11-11T08:38:15.379000+00:00,2016-11-18T13:34:07.699000+00:00,172.93,0,0,5,pending,Medium,User_1
Application_981705597,2016-11-11T08:46:19.839000+00:00,2016-12-07T14:58:39.704000+00:00,630.21,0,0,5,pending,Low,User_1
Application_1701983265,2016-11-11T08:59:56.384000+00:00,2016-11-22T07:38:05.824000+00:00,262.64,0,0,4,pending,High,User_40
Application_1255603560,2016-11-11T09:11:19.991000+00:00,2016-11-22T06:48:24.314000+00:00,261.62,0,0,5,pending,Medium,User_1
Application_905878935,2016-11-11T09:15:17.544000+00:00,2016-11-17T13:42:06.765000+00:00,148.45,0,0,4,pending,Medium,User_39
Application_471484016,2016-11-11T09:15:50.060000+00:00,2016-11-22T06:39:10.099000+00:00,261.39,0,0,4,pending,Medium,User_12
Application_1617413255,2016-11-11T09:21:22.621000+00:00,2016-11-25T12:45:22.194000+00:00,339.4,2,0,4,pending,Low,User_57
Application_574810235,2016-11-11T09:34:43.180000+00:00,2016-11-29T07:29:20.683000+00:00,429.91,1,3,4,rejected,Medium,User_1
Application_892223013,2016-11-11T09:43:11.404000+00:00,2016-11-29T09:47:47.243000+00:00,432.08,0,0,5,pending,Medium,User_1
Application_2077147247,2016-11-11T09:46:48.221000+00:00,2016-11-21T10:00:13.725000+00:00,240.22,0,0,5,pending,Medium,User_1
Application_182230304,2016-11-11T09:52:26.351000+00:00,2016-11-25T15:10:22.364000+00:00,341.3,0,2,4,rejected,High,User_66
Application_1817553519,2016-11-11T10:20:11.291000+00:00,2016-12-15T07:00:26.989000+00:00,812.67,1,0,2,rejected,High,User_15
Application_777336393,2016-11-11T10:32:41.745000+00:00,2016-11-28T10:09:46.726000+00:00,407.62,1,0,3,pending,High,User_66
Application_965113608,2016-11-11T10:33:33.328000+00:00,2016-11-23T12:52:15.428000+00:00,290.31,0,0,3,pending,High,User_17
Application_1314683306,2016-11-11T10:34:08.858000+00:00,2016-11-14T19:19:53.517000+00:00,80.76,0,2,2,rejected,Medium,User_96
Application_1467934474,2016-11-11T10:37:42.478000+00:00,2016-12-06T16:23:40.333000+00:00,605.77,3,0,4,rejected,Low,User_57
Application_394515882,2016-11-11T10:39:22.017000+00:00,2016-11-28T08:42:27.161000+00:00,406.05,0,0,4,pending,Medium,User_62
Application_90041934,2016-11-11T10:47:23.515000+00:00,2016-12-12T07:00:19.121000+00:00,740.22,0,0,2,rejected,Medium,User_57
Application_957297083,2016-11-11T10:59:01.470000+00:00,2016-11-22T07:00:19.781000+00:00,260.02,0,0,4,pending,Medium,User_12
Application_746932178,2016-11-11T10:59:49.272000+00:00,2016-11-29T10:22:58.314000+00:00,431.39,0,0,3,pending,Medium,User_62
Application_233012825,2016-11-11T11:17:27.527000+00:00,2016-11-25T12:02:25.026000+00:00,336.75,1,0,5,pending,High,User_1
Application_19902638,2016-11-11T11:21:36.509000+00:00,2016-11-22T10:22:50.345000+00:00,263.02,0,0,4,pending,High,User_52
Application_1123487192,2016-11-11T11:27:12.799000+00:00,2016-12-22T07:14:26.127000+00:00,979.79,2,0,5,pending,Medium,User_1
Application_1681794627,2016-11-11T11:27:13.169000+00:00,2016-11-25T09:16:13.115000+00:00,333.82,0,0,4,pending,High,User_62
Application_2098518347,2016-11-11T11:28:22.677000+00:00,2016-11-29T10:09:32.173000+00:00,430.69,0,0,5,pending,High,User_1
Application_1560374875,2016-11-11T11:41:25.964000+00:00,2016-11-21T09:00:44.165000+00:00,237.32,0,0,5,pending,Medium,User_1
Application_1114088888,2016-11-11T11:45:59.069000+00:00,2016-11-22T08:04:41.421000+00:00,260.31,0,0,4,pending,Medium,User_57
Application_899248977,2016-11-11T11:46:07.811000+00:00,2016-11-23T08:29:20.259000+00:00,284.72,0,0,4,pending,Medium,User_1
Application_1636466059,2016-11-11T11:56:30.510000+00:00,2016-12-15T07:00:36.353000+00:00,811.07,0,0,3,rejected,Medium,User_1
Application_1179132529,2016-11-11T12:25:18.650000+00:00,2016-11-28T12:34:03.729000+00:00,408.15,1,0,5,pending,Medium,User_1
Application_200623911,2016-11-11T12:42:02.128000+00:00,2016-12-12T07:00:25.656000+00:00,738.31,0,0,2,rejected,High,User_44
Application_1892752886,2016-11-11T12:47:48.135000+00:00,2016-12-15T07:00:38.604000+00:00,810.21,0,0,3,rejected,Low,User_1
Application_2107501162,2016-11-11T12:51:32.784000+00:00,2016-11-25T08:41:37.379000+00:00,331.83,0,2,3,rejected,Low,User_57
Application_1635282054,2016-11-11T13:08:08.644000+00:00,2016-11-23T13:17:51.093000+00:00,288.16,0,2,4,rejected,High,User_17
Application_1161220202,2016-11-11T13:08:35.190000+00:00,2016-12-02T14:12:39.278000+00:00,505.07,0,0,5,pending,Medium,User_1
Application_1812362363,2016-11-11T13:09:56.812000+00:00,2016-12-29T07:22:07.350000+00:00,1146.2,1,0,4,pending,High,User_66
Application_1454329645,2016-11-11T13:10:04.532000+00:00,2016-11-22T15:12:24.254000+00:00,266.04,0,2,3,rejected,Medium,User_77
Application_48128651,2016-11-11T13:10:53.219000+00:00,2016-11-22T12:44:15.748000+00:00,263.56,0,0,3,pending,Medium,User_52
Application_1908521808,2016-11-11T13:52:41.040000+00:00,2016-11-23T10:51:20.932000+00:00,284.98,0,0,4,pending,High,User_1
Application_1485710725,2016-11-11T13:57:00.459000+00:00,2016-11-28T11:42:54.192000+00:00,405.76,0,0,5,pending,High,User_1
Application_1861181811,2016-11-11T13:58:19.693000+00:00,2016-11-23T14:30:12.035000+00:00,288.53,0,0,5,pending,High,User_1
Application_1183957528,2016-11-11T14:11:24.894000+00:00,2016-12-09T11:57:13.050000+00:00,669.76,3,0,5,pending,Medium,User_1
Application_102338755,2016-11-11T14:19:16.346000+00:00,2016-11-25T13:44:42.093000+00:00,335.42,0,0,5,pending,Medium,User_1
Application_390522628,2016-11-11T14:45:08.559000+00:00,2016-12-12T07:00:14.285000+00:00,736.25,0,0,2,rejected,Medium,User_77
Application_99210081,2016-11-11T14:58:14.661000+00:00,2016-12-09T14:15:19.253000+00:00,671.28,3,0,5,pending,High,User_1
Application_1950237720,2016-11-11T15:03:52.859000+00:00,2016-12-23T07:00:36.789000+00:00,999.95,0,0,3,rejected,Medium,User_1
Application_394129589,2016-11-11T15:18:56.134000+00:00,2016-12-02T07:55:13.607000+00:00,496.6,0,2,4,rejected,Medium,User_52
Application_1261424268,2016-11-11T15:23:19.293000+00:00,2016-11-29T07:53:22.871000+00:00,424.5,0,0,4,pending,High,User_1
Application_1323041202,2016-11-11T15:34:18.905000+00:00,2016-11-24T10:14:54.506000+00:00,306.68,0,2,3,rejected,Medium,User_96
Application_965268021,2016-11-11T15:46:14.751000+00:00,2016-12-16T07:00:34.601000+00:00,831.24,1,0,2,rejected,High,User_52
Application_100886157,2016-11-11T15:56:35.546000+00:00,2016-12-05T14:00:23.756000+00:00,574.06,1,0,5,pending,High,User_1
Application_214939523,2016-11-11T16:00:29.377000+00:00,2016-12-08T11:16:06.974000+00:00,643.26,1,0,4,pending,Medium,User_14
Application_614865485,2016-11-11T16:05:34.062000+00:00,2016-12-17T07:00:31.352000+00:00,854.92,0,0,3,rejected,Medium,User_1
Application_643691008,2016-11-11T16:14:39.325000+00:00,2016-11-30T13:31:08.815000+00:00,453.27,0,0,3,pending,Low,User_66
Application_281141251,2016-11-11T16:17:39.170000+00:00,2016-11-28T06:35:57.341000+00:00,398.31,2,0,5,pending,High,User_1
Application_1955841156,2016-11-11T16:22:29.962000+00:00,2016-11-23T09:17:37.370000+00:00,280.92,0,2,4,rejected,Medium,User_1
Application_296299859,2016-11-11T16:27:38.214000+00:00,2016-11-30T08:34:16.817000+00:00,448.11,0,0,4,pending,High,User_1
Application_1265633548,2016-11-11T16:30:12.726000+00:00,2016-12-15T07:00:18.483000+00:00,806.5,0,0,3,rejected,Medium,User_1
Application_1581528480,2016-11-11T16:33:12.080000+00:00,2016-12-12T07:00:16.370000+00:00,734.45,0,0,2,rejected,Medium,User_66
Application_1504386349,2016-11-11T16:36:42.326000+00:00,2016-11-28T09:03:45.742000+00:00,400.45,1,0,4,pending,Medium,User_44
Application_466648449,2016-11-11T17:10:09.454000+00:00,2016-12-03T09:18:25.303000+00:00,520.14,1,0,5,rejected,High,User_1
Application_1250084864,2016-11-11T17:11:34.459000+00:00,2016-12-22T06:41:09.234000+00:00,973.49,1,0,5,pending,Medium,User_1
Application_133935411,2016-11-11T17:28:37.604000+00:00,2016-12-13T07:00:26.472000+00:00,757.53,0,0,3,rejected,Low,User_1
Application_1612817160,2016-11-11T17:40:11.814000+00:00,2016-12-07T09:38:08.448000+00:00,615.97,0,2,5,rejected,Low,User_1
Application_1264113522,2016-11-11T17:46:05.992000+00:00,2016-11-25T12:21:47.999000+00:00,330.6,0,0,3,pending,Medium,User_79
Application_189815000,2016-11-11T17:47:13.654000+00:00,2016-11-18T15:15:50.339000+00:00,165.48,1,0,3,rejected,Low,User_1
Application_581105213,2016-11-11T17:49:30.273000+00:00,2016-12-15T07:00:25.131000+00:00,805.18,0,0,3,rejected,Medium,User_1
Application_1938485547,2016-11-11T17:52:35.439000+00:00,2016-11-28T13:56:37.236000+00:00,404.07,0,0,5,pending,High,User_1
Application_1753374182,2016-11-11T18:43:09.005000+00:00,2016-12-22T07:00:11.681000+00:00,972.28,1,0,3,rejected,Medium,User_1
Application_1580560695,2016-11-11T18:48:12.489000+00:00,2016-12-02T14:02:07.408000+00:00,499.23,0,0,5,pending,Medium,User_1
Application_1640033565,2016-11-11T18:51:55.500000+00:00,2016-11-30T14:41:29.582000+00:00,451.83,0,2,5,rejected,Medium,User_1
Application_864162052,2016-11-11T18:53:36.992000+00:00,2016-12-15T07:00:08.635000+00:00,804.11,0,0,3,rejected,High,User_1
Application_1831243137,2016-11-11T19:19:32.110000+00:00,2016-11-22T07:58:57.208000+00:00,252.66,0,0,4,pending,Medium,User_79
Application_709870610,2016-11-11T19:49:55.495000+00:00,2016-11-30T18:01:56.141000+00:00,454.2,0,0,4,pending,Medium,User_1
Application_1649679491,2016-11-11T19:52:43.481000+00:00,2016-11-25T13:29:30.222000+00:00,329.61,0,0,4,pending,Medium,User_1
Application_929368625,2016-11-11T20:02:26.631000+00:00,2016-12-15T07:00:06.154000+00:00,802.96,0,0,3,rejected,Low,User_1
Application_153600539,2016-11-11T20:23:02.128000+00:00,2016-12-15T07:00:16.865000+00:00,802.62,0,0,3,rejected,Low,User_1
Application_1975269949,2016-11-11T20:45:08.152000+00:00,2016-11-24T10:31:22.018000+00:00,301.77,0,2,4,rejected,Medium,User_1
Application_1455988851,2016-11-11T21:52:12.409000+00:00,2016-12-05T13:48:50.884000+00:00,567.94,1,0,5,pending,Medium,User_1
Application_746812609,2016-11-12T06:51:05.808000+00:00,2016-12-15T07:00:33.457000+00:00,792.16,0,0,3,rejected,High,User_1
Application_1197366230,2016-11-12T08:21:45.747000+00:00,2016-11-21T15:16:13.279000+00:00,222.91,0,0,4,pending,High,User_1
Application_114560083,2016-11-12T08:41:35.733000+00:00,2016-11-28T08:34:58.781000+00:00,383.89,0,0,4,pending,Medium,User_1
Application_1452181523,2016-11-12T09:04:42.538000+00:00,2016-11-29T09:31:25.826000+00:00,408.45,0,0,3,pending,High,User_10
Application_1502744153,2016-11-12T09:18:10.424000+00:00,2016-12-02T18:52:21.031000+00:00,489.57,2,0,4,pending,Medium,User_18
Application_1583440896,2016-11-12T09:23:42.583000+00:00,2016-11-12T09:35:55.169000+00:00,0.2,0,0,3,rejected,High,User_1
Application_2083866451,2016-11-12T09:30:49.676000+00:00,2016-12-06T08:47:46.804000+00:00,575.28,0,2,5,rejected,Low,User_1
Application_334155346,2016-11-12T09:48:29.329000+00:00,2016-11-17T17:42:27.810000+00:00,127.9,0,0,5,pending,Medium,User_1
Application_381999736,2016-11-12T09:59:01.394000+00:00,2016-11-16T07:43:17.936000+00:00,93.74,1,0,3,pending,Medium,User_18
Application_1139528532,2016-11-12T10:01:30.615000+00:00,2016-11-24T04:55:55.760000+00:00,282.91,0,2,3,rejected,Low,User_62
Application_1362590392,2016-11-12T10:11:57.165000+00:00,2016-11-18T12:22:07.887000+00:00,146.17,0,2,3,rejected,Low,User_49
Application_153662314,2016-11-12T10:23:39.705000+00:00,2016-11-23T10:34:06.011000+00:00,264.17,0,0,4,pending,Medium,User_10
Application_916135710,2016-11-12T10:24:48.919000+00:00,2016-12-13T07:00:25.906000+00:00,740.59,0,0,2,rejected,High,User_1
Application_556819046,2016-11-12T10:24:59.583000+00:00,2016-11-22T10:41:07.353000+00:00,240.27,0,0,3,pending,Low,User_49
Application_996819598,2016-11-12T10:28:10.828000+00:00,2016-11-25T14:29:46.671000+00:00,316.03,0,0,5,pending,Low,User_1
Application_327745005,2016-11-12T10:28:51.650000+00:00,2016-11-23T09:27:24.734000+00:00,262.98,0,0,4,pending,Low,User_24
Application_2071977490,2016-11-12T10:37:13.010000+00:00,2016-11-25T13:20:36.648000+00:00,314.72,0,0,4,pending,High,User_1
Application_1220090149,2016-11-12T10:41:39.837000+00:00,2016-12-22T07:02:19.533000+00:00,956.34,1,0,5,pending,Medium,User_1
Application_1130795851,2016-11-12T10:59:01.606000+00:00,2016-12-13T07:00:11.188000+00:00,740.02,0,0,2,rejected,High,User_49
Application_555276992,2016-11-12T11:10:27.670000+00:00,2016-12-02T17:20:21.235000+00:00,486.16,0,0,3,rejected,Medium,User_1
Application_315698810,2016-11-12T11:48:16.562000+00:00,2016-12-22T06:56:49.131000+00:00,955.14,2,0,4,pending,Medium,User_62
Application_1500082122,2016-11-12T11:50:08.639000+00:00,2016-11-28T14:00:43.346000+00:00,386.18,0,2,4,rejected,High,User_1
Application_91567678,2016-11-12T11:52:42.294000+00:00,2016-11-29T15:27:20.808000+00:00,411.58,2,0,5,pending,High,User_1
Application_994357941,2016-11-12T12:09:21.719000+00:00,2016-12-17T07:00:16.294000+00:00,834.85,0,0,3,rejected,Medium,User_1
Application_767319788,2016-11-12T12:26:47.088000+00:00,2016-11-23T07:48:08.789000+00:00,259.36,0,0,3,pending,Medium,User_43
Application_2073760361,2016-11-12T12:32:20.920000+00:00,2016-11-18T14:48:20.687000+00:00,146.27,0,0,3,rejected,Medium,User_1
Application_678098874,2016-11-12T12:48:08.170000+00:00,2016-11-23T08:00:46.372000+00:00,259.21,0,0,3,pending,Low,User_37
Application_1451515921,2016-11-12T13:01:19.218000+00:00,2016-11-23T12:47:36.888000+00:00,263.77,1,0,4,pending,Low,User_39
Application_1514842927,2016-11-12T13:01:34.894000+00:00,2016-11-22T07:11:00.659000+00:00,234.16,0,0,4,pending,Low,User_49
Application_1135553856,2016-11-12T13:08:44.948000+00:00,2016-11-24T11:13:56.502000+00:00,286.09,0,0,4,pending,Medium,User_1
Application_1275545255,2016-11-12T13:10:55.431000+00:00,2017-01-23T06:21:02.929000+00:00,1721.17,3,0,5,pending,Low,User_1
Application_91523066,2016-11-12T13:12:20.843000+00:00,2016-12-15T07:00:31.202000+00:00,785.8,0,0,3,rejected,Low,User_1
